Neighborhood,Id,Estimate; Total:,Margin of Error; Total:,Estimate; Enrolled in school:,Margin of Error; Enrolled in school:,"Estimate; Enrolled in school: - Enrolled in nursery school, preschool","Margin of Error; Enrolled in school: - Enrolled in nursery school, preschool",Estimate; Enrolled in school: - Enrolled in kindergarten,Margin of Error; Enrolled in school: - Enrolled in kindergarten,Estimate; Enrolled in school: - Enrolled in grade 1,Margin of Error; Enrolled in school: - Enrolled in grade 1,Estimate; Enrolled in school: - Enrolled in grade 2,Margin of Error; Enrolled in school: - Enrolled in grade 2,Estimate; Enrolled in school: - Enrolled in grade 3,Margin of Error; Enrolled in school: - Enrolled in grade 3,Estimate; Enrolled in school: - Enrolled in grade 4,Margin of Error; Enrolled in school: - Enrolled in grade 4,Estimate; Enrolled in school: - Enrolled in grade 5,Margin of Error; Enrolled in school: - Enrolled in grade 5,Estimate; Enrolled in school: - Enrolled in grade 6,Margin of Error; Enrolled in school: - Enrolled in grade 6,Estimate; Enrolled in school: - Enrolled in grade 7,Margin of Error; Enrolled in school: - Enrolled in grade 7,Estimate; Enrolled in school: - Enrolled in grade 8,Margin of Error; Enrolled in school: - Enrolled in grade 8,Estimate; Enrolled in school: - Enrolled in grade 9,Margin of Error; Enrolled in school: - Enrolled in grade 9,Estimate; Enrolled in school: - Enrolled in grade 10,Margin of Error; Enrolled in school: - Enrolled in grade 10,Estimate; Enrolled in school: - Enrolled in grade 11,Margin of Error; Enrolled in school: - Enrolled in grade 11,Estimate; Enrolled in school: - Enrolled in grade 12,Margin of Error; Enrolled in school: - Enrolled in grade 12,"Estimate; Enrolled in school: - Enrolled in college, undergraduate years","Margin of Error; Enrolled in school: - Enrolled in college, undergraduate years",Estimate; Enrolled in school: - Graduate or professional school,Margin of Error; Enrolled in school: - Graduate or professional school,Estimate; Not enrolled in school,Margin of Error; Not enrolled in school
Sheraden,70,59.0,78.2623792125,16.0,35.8329457344,16.0,35.8329457344,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,43.0,54.7722557505
South Oakland,71,40.0,30.7408522979,24.0,25.6515106767,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,17.0,23.1948270095,7.0,20.5182845287,16.0,24.269322199
South Shore,72,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
South Side Flats,73,145.0,96.3431367561,51.0,67.7938050268,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,39.0,64.9692234831,12.0,29.3428015023,94.0,72.2910782877
South Side Slopes,74,77.0,51.9422756529,34.0,42.5910788781,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,7.0,27.2763633939,27.0,40.8656334834,0.0,26.4575131106,43.0,32.9696830437
Spring Garden,75,51.0,50.9901951359,25.0,26.9258240357,9.0,13.4536240471,0.0,14.1421356237,0.0,14.1421356237,9.0,13.4536240471,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,7.0,12.8062484749,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,26.0,26.9258240357
Spring Hill-City View,76,97.0,120.124934964,59.0,64.1326749793,0.0,17.3205080757,0.0,17.3205080757,38.0,60.6712452485,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,7.0,18.547236991,8.0,19.2093727123,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,6.0,16.7630546143,0.0,17.3205080757,0.0,17.3205080757,38.0,60.6712452485
Squirrel Hill North,77,463.0,144.190845756,304.0,98.3158176491,0.0,31.6227766016,0.0,31.6227766016,23.0,47.6340214552,0.0,31.6227766016,14.0,33.9999999999,7.0,31.9530906173,15.0,32.9848450049,0.0,31.6227766016,0.0,31.6227766016,0.0,31.6227766016,0.0,31.6227766016,6.0,31.6227766016,0.0,31.6227766016,16.0,33.7194306002,197.0,72.7392603758,26.0,38.183766184,159.0,81.5230028887
Squirrel Hill South,78,619.0,205.638031501,219.0,104.828431258,22.0,47.1593044902,9.0,37.0,0.0,36.0555127546,9.0,37.7491721764,10.0,37.3630833845,9.0,38.1575680566,0.0,36.0555127546,30.0,47.2228758126,0.0,36.0555127546,0.0,36.0555127546,7.0,36.3455636907,0.0,36.0555127546,0.0,36.0555127546,6.0,35.7910603363,12.0,39.5094925302,105.0,79.6680613544,400.0,163.725379828
St. Clair,79,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Stanton Heights,80,37.0,45.2216762184,9.0,22.2710574513,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,9.0,22.2710574513,0.0,20.0,28.0,33.8969025133
Strip District,81,9,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,11
Summer Hill,82,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Swisshelm Park,83,23,30,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,23,30
Terrace Village,84,45.0,34.4963766213,35.0,32.4653661615,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,35.0,32.4653661615,0.0,17.3205080757,10.0,18.547236991
Troy Hill,85,34.0,30.0166620396,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,34.0,30.0166620396
Upper Hill,86,7.0,28.7228132327,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,7.0,28.7228132327
Upper Lawrenceville,87,53.0,49.2036584006,9.0,19.2093727123,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,9.0,19.2093727123,44.0,47.0531614241
West End,88,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
West Oakland,89,18.0,19.4164878389,12.0,17.4642491966,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,12.0,17.4642491966,0.0,14.1421356237,6.0,13.4536240471
Westwood,90,26.0,28.7923600978,17.0,26.9258240357,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,17.0,26.9258240357,0.0,14.1421356237,9.0,17.2046505341
Windgap,91,27.0,51.9711458407,17.0,33.5261092285,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,10.0,21.4709105536,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,7.0,17.2046505341,0.0,14.1421356237,0.0,14.1421356237,10.0,22.360679775
